97,8,0
112,8,0
128,8,0
129,24,0
128,40,0
111,41,0
96,41,0
97,55,0
113,56,0
128,55,0
145,55,0
145,40,0
161,41,0
160,56,0
175,57,0
176,71,0
162,72,0
191,72,0
191,88,0
171,88,0
144,92,0
144,72,0
128,71,0
112,73,0
113,89,0
128,89,0
128,102,0
114,104,0
143,104,0
160,109,0
158,121,0
143,118,0
144,136,0
129,137,0
111,136,0
112,119,0
128,117,0
96,104,0
96,87,0
95,72,0
80,56,0
80,72,0
80,89,0
80,105,0
63,105,0
64,90,0
66,119,0
46,104,0
37,99,0
30,102,0
18,104,0
5,105,0
6,97,0
15,97,0
4,112,0
10,112,0
80,120,0
95,120,0
96,137,0
82,136,0
82,152,0
96,152,0
97,169,0
111,168,0
113,152,0
129,152,0
129,169,0
144,169,0
143,153,0
159,151,0
160,167,0
175,151,0
176,139,0
161,136,0
192,121,0
191,136,0
177,120,0
177,105,0
192,105,0
208,105,0
207,92,0
205,118,0
227,105,0
240,104,0
255,105,0
255,88,0
252,71,0
241,72,0
241,56,0
257,58,0
257,41,0
273,42,0
272,71,0
270,73,0
272,56,0
256,120,0
256,136,0
271,136,0
271,151,0
256,152,0
240,153,0
224,151,0
224,168,0
224,183,0
237,183,0
238,167,0
242,200,0
256,200,0
257,185,0
272,185,0
271,200,0
